CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
48439111521,Texas,Tarrant County,1,8270,2698,0,10,0.12,0,1,0,0,0,1,18.8,61432,0,1,0,1,0,0,0,0,345,4234,345,106,1434,106,4234,51.20,1434,17.34,1234,14.92,297,3.59,1785,21.58,1058,12.79,545,6.59,5,0.06,24,0.29,817,9.89,1477,17.87,33,1.22,236,8.73,345,4.17,106,1.28,102,1.23,31,0.38,84,1.02,51,0.62,163,1.97,1,0.01,0,0.00,45,0.55,81,0.98,0,0.00,15,0.56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3124,2640,443,3056,2521,893,10,45,1745,3008,135,451
48439111522,Texas,Tarrant County,1,7592,2199,0,0,0.00,1,1,1,0,0,1,20.2,48205,1,1,1,1,1,0,0,0,661,5236,661,347,2720,347,5236,68.96,2720,35.83,1682,22.15,449,5.92,2617,34.47,751,9.89,546,7.19,13,0.17,48,0.63,1262,16.62,2342,30.84,19,0.84,291,13.25,661,8.71,347,4.57,191,2.51,57,0.74,294,3.87,81,1.07,129,1.70,0,0.00,3,0.05,154,2.02,278,3.66,2,0.09,37,1.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4352,2418,668,3868,1146,704,20,58,1796,3536,51,425
48439111523,Texas,Tarrant County,1,8743,2928,0,5,0.06,1,1,1,1,1,1,24.7,53836,1,1,1,1,1,0,0,1,8582,8743,8582,4293,4392,4293,8743,100.00,4392,50.23,2980,34.08,424,4.85,2987,34.16,3221,36.84,1035,11.84,16,0.18,35,0.40,1449,16.57,2446,27.98,145,4.95,427,14.58,8582,98.16,4293,49.10,2923,33.44,416,4.76,2927,33.48,3164,36.19,1023,11.70,15,0.17,34,0.39,1419,16.23,2394,27.38,144,4.92,419,14.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4877,2980,424,2987,3221,1035,16,35,1449,2446,168,434
48439111524,Texas,Tarrant County,1,7886,2781,0,42,0.53,1,1,1,0,0,1,16.5,45089,1,1,1,1,1,0,0,0,819,5862,819,528,2843,528,5862,74.34,2843,36.05,1755,22.25,368,4.67,2802,35.53,1300,16.48,653,8.28,17,0.22,42,0.54,1048,13.29,2109,26.74,77,2.76,242,8.70,819,10.38,528,6.69,264,3.35,33,0.41,348,4.41,198,2.52,70,0.89,1,0.01,8,0.10,194,2.46,386,4.90,3,0.10,36,1.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3587,2417,499,3842,1719,801,17,73,1434,3011,102,290
48439111525,Texas,Tarrant County,1,6428,1968,0,198,3.08,1,1,1,0,0,1,22.4,62651,1,1,1,1,1,0,0,0,2919,5383,2919,1093,2221,1093,5383,83.75,2221,34.56,1473,22.92,564,8.77,2796,43.49,938,14.59,537,8.35,7,0.11,46,0.71,1061,16.50,1968,30.62,61,3.10,314,15.95,2919,45.41,1093,17.00,739,11.50,312,4.86,1442,22.44,573,8.92,349,5.43,5,0.08,33,0.51,516,8.03,947,14.73,31,1.60,178,9.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2804,1872,606,3278,1123,594,7,49,1377,2509,108,375
48439111526,Texas,Tarrant County,1,4242,1633,0,2,0.05,0,1,0,0,0,1,13.2,61250,0,1,0,1,0,0,0,0,NULL,1850,NULL,NULL,611,NULL,1850,43.60,611,14.40,456,10.76,225,5.30,1375,32.42,257,6.07,32,0.77,3,0.07,15,0.35,167,3.94,342,8.06,15,0.92,57,3.47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1458,1091,461,2910,713,99,9,39,472,883,39,134
48439111529,Texas,Tarrant County,1,4023,1662,0,0,0.00,0,0,0,0,1,0,5.4,98393,1,1,1,1,1,0,0,1,3712,4023,3712,498,543,498,4023,100.00,543,13.50,801,19.91,828,20.58,3480,86.50,196,4.87,167,4.15,4,0.10,18,0.45,158,3.93,345,8.58,186,11.16,9,0.53,3712,92.28,498,12.39,729,18.12,785,19.52,3218,79.99,189,4.70,140,3.47,4,0.09,16,0.40,146,3.62,324,8.05,166,10.00,8,0.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,567,801,828,3480,196,167,4,18,158,345,167,8
48439111530,Texas,Tarrant County,1,6113,2412,0,0,0.00,0,0,0,0,0,0,4.0,102750,0,1,0,1,0,0,0,0,343,3753,343,21,426,21,3753,61.39,426,6.98,900,14.73,509,8.32,3167,51.81,234,3.82,211,3.45,1,0.01,13,0.21,127,2.08,330,5.41,16,0.68,0,0.00,343,5.62,21,0.35,107,1.76,30,0.49,245,4.01,30,0.49,53,0.86,0,0.00,1,0.02,14,0.24,42,0.68,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,835,1378,787,5069,467,345,1,23,208,540,41,0
48439111531,Texas,Tarrant County,1,4493,1726,0,21,0.47,0,0,0,0,0,0,6.7,91793,0,1,0,1,0,0,0,0,9,2750,9,3,504,3,2750,61.21,504,11.23,603,13.43,334,7.42,2256,50.21,198,4.41,123,2.74,2,0.04,19,0.43,152,3.37,353,7.87,11,0.67,35,2.02,9,0.20,3,0.06,3,0.07,2,0.04,9,0.19,0,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,886,1031,504,3710,320,180,4,32,247,534,20,55
48439111532,Texas,Tarrant County,1,7063,2783,0,6,0.08,0,0,0,0,0,0,5.3,90347,0,1,0,1,0,0,0,0,97,4665,97,10,777,10,4665,66.05,777,10.99,1203,17.03,392,5.55,3614,51.17,490,6.93,216,3.05,0,0.00,22,0.32,324,4.58,521,7.38,11,0.39,20,0.74,97,1.37,10,0.14,27,0.39,10,0.15,78,1.10,7,0.10,8,0.12,0,0.00,1,0.02,2,0.03,6,0.09,0,0.00,0,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1066,1766,639,5515,789,284,2,30,443,756,12,31
48439111533,Texas,Tarrant County,1,5251,1864,0,17,0.32,0,0,0,0,0,0,5.0,89441,0,1,0,1,0,0,0,0,NULL,3126,NULL,NULL,660,NULL,3126,59.52,660,12.56,869,16.54,254,4.84,2411,45.92,240,4.56,115,2.19,0,0.00,25,0.47,335,6.37,637,12.14,19,1.03,41,2.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,1429,469,4041,433,246,0,35,496,932,35,71
48439111534,Texas,Tarrant County,1,6314,2326,0,6,0.10,0,0,0,0,0,0,6.2,82122,0,1,0,1,0,0,0,0,NULL,4968,NULL,NULL,690,NULL,4968,78.69,690,10.93,1232,19.50,434,6.87,3963,62.77,499,7.91,69,1.09,1,0.02,39,0.61,397,6.29,693,10.97,52,2.25,128,5.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,891,1565,553,5083,606,100,2,50,473,817,76,158
48439111536,Texas,Tarrant County,1,3327,1321,0,0,0.00,0,0,0,0,0,0,18.4,66985,1,1,1,1,1,0,0,0,1040,1625,1040,302,476,302,1625,48.84,476,14.29,534,16.05,76,2.28,613,18.43,608,18.27,124,3.73,4,0.12,13,0.39,263,7.91,546,16.41,6,0.42,65,4.94,1040,31.24,302,9.09,326,9.81,45,1.36,436,13.12,344,10.35,79,2.36,1,0.03,11,0.34,168,5.05,350,10.52,4,0.27,44,3.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1149,964,98,1116,1377,215,14,22,583,1139,22,160
48439111537,Texas,Tarrant County,1,6880,2426,0,0,0.00,0,0,0,0,0,0,6.8,68550,1,1,1,1,1,0,0,0,2430,6411,2430,744,1898,744,6411,93.19,1898,27.58,1969,28.61,272,3.95,2227,32.37,2131,30.98,1090,15.85,3,0.05,32,0.46,927,13.47,1755,25.51,88,3.62,229,9.45,2430,35.32,744,10.81,779,11.32,95,1.38,767,11.15,761,11.06,477,6.93,0,0.00,10,0.14,415,6.04,698,10.14,31,1.29,82,3.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1926,2080,292,2438,2312,1122,4,33,971,1876,87,227
48439111538,Texas,Tarrant County,1,5745,2151,0,0,0.00,0,0,0,0,0,0,3.0,78019,0,1,0,1,0,0,0,0,0,3153,0,0,530,0,3153,54.88,530,9.23,887,15.43,92,1.60,1348,23.46,1146,19.94,189,3.29,9,0.16,13,0.23,448,7.80,802,13.97,9,0.41,80,3.70,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,965,1626,208,2641,1841,303,10,25,925,1618,15,140
48439111539,Texas,Tarrant County,1,8945,2764,0,0,0.00,0,0,0,0,0,0,7.0,98293,1,1,1,1,1,0,0,0,1696,7446,1696,150,866,150,7446,83.24,866,9.68,2317,25.91,278,3.11,3278,36.65,2201,24.60,983,10.99,6,0.07,38,0.43,939,10.50,1824,20.40,28,1.02,83,3.02,1696,18.96,150,1.68,549,6.14,48,0.53,564,6.30,566,6.33,381,4.25,0,0.00,8,0.09,177,1.98,338,3.78,0,0.00,18,0.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1266,2795,328,3905,2701,1187,8,40,1104,2105,57,107
48439111540,Texas,Tarrant County,1,6270,2167,0,0,0.00,0,0,0,0,0,0,4.0,81453,1,1,1,1,1,0,0,0,1887,5642,1887,588,1510,588,5642,89.98,1510,24.09,1610,25.68,212,3.39,2440,38.91,1528,24.36,818,13.05,6,0.09,30,0.48,820,13.08,1289,20.56,78,3.60,206,9.51,1887,30.10,588,9.37,494,7.88,64,1.02,822,13.11,549,8.76,279,4.45,4,0.06,6,0.10,227,3.62,379,6.04,21,0.95,80,3.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1786,1781,253,2748,1666,870,8,35,943,1496,101,240
48439111541,Texas,Tarrant County,1,3934,1305,0,8,0.20,0,0,0,0,0,0,15.5,64063,0,1,0,1,0,0,0,0,NULL,2093,NULL,NULL,797,NULL,2093,53.20,797,20.26,656,16.67,81,2.07,1109,28.20,530,13.48,90,2.28,3,0.07,23,0.59,338,8.59,624,15.86,0,0.00,74,5.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1514,1242,169,1939,1030,239,5,52,669,1150,0,140
48439111542,Texas,Tarrant County,1,6211,1881,0,6,0.10,0,0,0,0,0,0,1.5,94866,1,1,1,1,1,0,0,0,2535,5470,2535,526,1212,526,5470,88.07,1212,19.52,1773,28.55,205,3.30,2657,42.78,1543,24.84,612,9.85,3,0.05,42,0.68,614,9.89,1277,20.56,32,1.70,196,10.43,2535,40.82,526,8.47,858,13.82,97,1.56,1088,17.52,775,12.48,354,5.70,3,0.04,19,0.30,296,4.77,578,9.31,17,0.92,88,4.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1638,1992,250,3118,1664,656,3,48,722,1495,35,232
48439111543,Texas,Tarrant County,1,7182,2232,0,3,0.04,0,0,0,0,0,1,30.2,37049,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4152,2790,218,2808,3023,553,3,24,771,1335,100,361
48439111544,Texas,Tarrant County,1,7298,2360,0,108,1.48,0,0,0,0,0,0,6.3,80407,0,1,0,1,0,0,0,0,348,5220,348,50,1018,50,5220,71.53,1018,13.95,1627,22.30,327,4.49,2970,40.70,1243,17.03,402,5.51,6,0.08,27,0.37,572,7.84,1086,14.88,11,0.45,134,5.70,348,4.76,50,0.69,90,1.24,89,1.22,214,2.94,67,0.91,36,0.49,0,0.00,1,0.01,30,0.41,69,0.94,0,0.00,7,0.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1643,2280,412,4068,1768,550,10,48,854,1687,15,197
48439111545,Texas,Tarrant County,1,2442,979,0,9,0.37,0,0,0,0,0,0,12.4,146053,1,1,1,1,1,0,0,0,1210,2314,1210,80,298,80,2314,94.75,298,12.20,501,20.50,293,12.01,1960,80.28,133,5.43,121,4.94,2,0.08,13,0.51,86,3.51,149,6.10,5,0.48,10,1.05,1210,49.54,80,3.27,274,11.23,165,6.74,1035,42.37,59,2.42,82,3.36,0,0.00,6,0.26,28,1.14,50,2.04,4,0.37,5,0.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,316,528,311,2073,139,125,2,13,90,153,5,10
48439111546,Texas,Tarrant County,1,6389,2220,0,3,0.05,0,0,0,0,0,0,3.1,95956,1,1,1,1,1,0,0,0,3020,5283,3020,485,733,485,5283,82.70,733,11.48,1356,21.22,472,7.39,4100,64.17,415,6.50,404,6.32,4,0.07,37,0.59,322,5.05,650,10.18,13,0.59,76,3.42,3020,47.27,485,7.60,798,12.49,239,3.74,2284,35.75,282,4.41,225,3.52,3,0.05,25,0.39,201,3.14,423,6.62,11,0.49,43,1.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,819,1636,571,5016,494,449,6,40,384,770,14,91
48439111547,Texas,Tarrant County,1,15275,4461,0,0,0.00,0,0,0,0,0,0,5.8,73048,1,1,1,1,1,0,0,0,9636,14451,9636,2632,3975,2632,14451,94.61,3975,26.02,4960,32.47,464,3.04,5695,37.28,4787,31.34,1933,12.65,21,0.14,70,0.46,1946,12.74,3570,23.37,54,1.21,290,6.51,9636,63.08,2632,17.23,3339,21.86,290,1.90,3787,24.79,3259,21.34,1189,7.78,15,0.10,50,0.33,1335,8.74,2415,15.81,25,0.56,195,4.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5007,5214,508,6122,4981,2063,21,74,2014,3724,58,337
48439111548,Texas,Tarrant County,1,7361,2133,0,0,0.00,0,0,0,0,0,0,3.1,106098,1,1,1,1,1,0,0,0,2765,6549,2765,283,713,283,6549,88.97,713,9.69,2236,30.37,223,3.02,2157,29.30,2287,31.07,1362,18.50,9,0.12,54,0.73,681,9.25,1176,15.97,0,0.00,91,4.25,2765,37.57,283,3.84,900,12.23,105,1.43,1052,14.29,915,12.43,505,6.86,3,0.04,25,0.34,266,3.62,472,6.41,0,0.00,40,1.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,970,2537,255,2347,2532,1604,9,62,807,1318,0,113
48439111549,Texas,Tarrant County,1,6408,2103,0,0,0.00,0,0,0,0,0,0,3.7,128618,1,1,1,1,1,0,0,0,5693,6408,5693,368,375,368,6408,100.00,375,5.85,2182,34.05,194,3.03,3396,53.00,1756,27.40,607,9.47,13,0.20,21,0.33,615,9.60,991,15.47,0,0.00,31,1.46,5693,88.84,368,5.74,1933,30.16,170,2.65,2905,45.33,1611,25.15,584,9.11,13,0.20,19,0.30,560,8.74,892,13.92,0,0.00,27,1.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,684,2182,194,3396,1756,607,13,21,615,991,0,49
